Tweets,Location,Sentiment
#BlackLivesMatter #VoteTrumpOut2020 #VoteJoeBiden2020  #OneLove #BlueWave2020 #TheResistance https://t.co/lQGLbD7GgT,not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
@RLopez00025 @GlobalGrind #WeAreOne - More Than A Hashtag! Join TV One for a conversation about the current politic… https://t.co/Z7lsbJVjuF,not given,0.3125
RT @JHenderson: #BlackLivesMatter #PlayersTogether https://t.co/aFXNw9eIVF,"Kogi, Nigeria",0.0
RT @sailorrooscout: Good. They shouldn’t be. Why is that that everyone suddenly thinks it’s over? People are still facing injustice. The fi…,United States,0.35
RT @TAHK0: #BlackLivesMatter,Nah,0.0
RT @SunnyCheungky: HK Police mocks “Black Lives Matter” &amp; “I Can’t Breathe” to praise HKPF’s “professional performance” and harass @BeWater…,not given,-0.033333333333333326
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",santa rita / la iupi,0.4
"RT @imMAK02: Indian celebs spoke about #BlackLivesMatter , but when Irfan spoke about religious discrimination in India then NO ONE support…",not given,0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,"Alberta, Canada",0.0
"RT @richardkamei: Axone movie is a dud. That too in a time when #BlackLivesMatter, and coronavirus related racism are happening. The plot o…",not given,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…","Baltimore, MD",-0.16666666666666666
"RT @ChalecosAmarill: 🎥🛑¿Por qué la gente alrededor del mundo está derribando las estatuas de esclavistas y colonizadores? 

🔻Estas personas…",not given,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",he/they★21,-0.15555555555555559
"RT @Angelamaagudelo: for the people that still don’t understand 
#BlackLivesMatter 
✊🏿✊🏾✊🏽✊🏼✊🏻 
her tik tok is “bettyk.702 https://t.co/9DX…",United States,0.0
RT @SunnyCheungky: HK Police mocks “Black Lives Matter” &amp; “I Can’t Breathe” to praise HKPF’s “professional performance” and harass @BeWater…,CCPVIRUS,-0.033333333333333326
"RT @THE_REDLILY: 🚨ATTENTION AMERICANS -  OF ALL RACES‼️

#BlackLivesMatter IS A FRAUD‼️ 

If you give money to BLM you are actually giving…",USA,0.0
RT @ToriNicksWho: If #AllBlackLivesMatter somebody need to do something about all the Arab nations holding Africans enslaved #BlackLivesMat…,"Newark, DE to Atlanta, GA",0.0
RT @RTSnyderCut: $553 raised so far for the @NAACP_LDF in support of the #Blacklivesmatter movement! Can we get to $600 by the end of the d…,Algérie,0.125
"RT @BTS_twt: 우리는 인종차별에 반대합니다.
우리는 폭력에 반대합니다.
나, 당신, 우리 모두는 존중받을 권리가 있습니다. 함께 하겠습니다.

We stand against racial discrimination.
We condemn vio…",not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Caralho,0.0
RT @screamiirene: Donate and share!! #BlackTransLivesMatter #BlackLivesMatter https://t.co/CilsXtAaLM,London,0.0
I see.  I hear.  I feel.  I will do all I can to make it better.  #BlackLivesMatter https://t.co/EKJ3X3iRsp,"Dania Beach, FL",0.5
Horrible act of racism right near NYC in Rockland. Her children and husband did not deserve any of this. Theyve wor… https://t.co/ZNqaRWhS6N,"Inwood, NYC",-0.20476190476190478
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",sunny san diego.,-0.15555555555555559
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Hell ,-0.18333333333333335
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",she/her • afro-latina ,-0.18333333333333335
RT @ZinnEdProject: #tdih 1963 WWII vet Medgar Evers was murdered by white supremacist in driveway outside his home in Jackson. Evers was @N…,"El Cajon, California, USA",0.0
"RT @IamCabbie: @in_pubs As A Marine Vet, I Stand With All My Military Black Brothers &amp; Black Citizens, We All Americans. RT This Article Ab…","Wisconsin, USA",-0.14444444444444446
"RT @fernandinho: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bring a…",Location,0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",Landon school,-0.18333333333333335
RT @lovingday: Today is Loving Day. It took nearly nine years for the Lovings to win their case. But the fight against systemic racism isn’…,"Dorchester, Boston, MA, USA",0.5
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…","Austin, TX",-0.18333333333333335
"RT @MrAndyNgo: Seattle Police Chief: ""Rapes, robberies and all sorts of violent acts have been occurring in the area and we're not able to…","Georgia, USA",-0.525
RT @sailorrooscout: Good. They shouldn’t be. Why is that that everyone suddenly thinks it’s over? People are still facing injustice. The fi…,"Arkansas, USA",0.35
This isn't over. It can't be. #BlackLivesMatter https://t.co/TICx8MTa5i,"New York, New York",0.0
"RT @MrAndyNgo: Seattle Police Chief: ""Rapes, robberies and all sorts of violent acts have been occurring in the area and we're not able to…","London, England",-0.525
best thing I’ve seen all day!!! @nyjah #blacklivesmatter https://t.co/hP7Unq3Kls,lost in a book ,1.0
"RT @_fabinhotavares: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bri…",México,0.0
RT @PublicBankSD: Racial justice is economic justice. Every single public bank will be founded on the principle that #BlackLivesMatter,San Diego,0.042857142857142864
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,he/him | elis | 22,0.0
Take a peek at #newyorktimesbestsellers list. Something's happening here. Full link to the list here:… https://t.co/9d6lOAgLvu,"Seattle, WA",0.35
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",not given,0.0
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,La ciudad del campeón del Tour,0.0
"RT @grantstern: The Miami PD's childish behavior and abuse of #BlackLivesMatter protesters is on full display here.

Last week, @MiamiMayor…",not given,0.04999999999999999
"RT @Chuckbuck__: The Mastiff is Massive 
#apexlegends #apex #codmw #mw #callofdutywarzone #smallstreamersconnect #Memes #cod #RocketLeague…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @zeynep: I don’t know of a dashboard of what’s going on elsewhere, but my little corner of the U.S. is still having #blacklivesmatter ma…","iPhone: 43.644993,-79.397804",-0.1875
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Ft. Lauderdale, FL  ☀️",-0.15555555555555559
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Tennessee, USA",-0.15555555555555559
RT @Lady44Sassy: #BlackLivesMatter you soapy bastards  ...take your propaganda crap with you? 🤢🤢🤢 https://t.co/2HniPPGU5z,"South West, England",-0.45
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",nc,-0.18333333333333335
"RT @acmilan: Silence is not an option: say no to racism! 
Il silenzio non è un’opzione: no al razzismo!
#BlackLivesMatter https://t.co/WKXC…","Ceará, Brasil",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @blackveilbrides: https://t.co/qFqOFV6QHf 
#blacklivesmatter https://t.co/g52upMMFb6",Netherlands,0.0
"RT @BigJon06: ""STOP AND CEASE"", supporting numerous #BlackLivesMatter Causes with 38 Non-Stop Hours of Speedrun Content and #BLM Moments fr…","Michigan, USA",0.125
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @DeAnna4Congress: It’s a disgrace that #BlackLivesMatter has decided to make Christopher Columbus one of their latest targets.

That is…","Indian Wells, CA",0.5
It’s a constant heartache to think about all of the historic and on-going injustices that happen to Black and Indig… https://t.co/wlQgKxBvh9,Canada,-0.05555555555555555
RT @sahbabiistan: don’t stop. #blacklivesmatter #boston https://t.co/tonMZjuZYi,the pit,0.0
RT @RealCandaceO: If you even anymore evidentiary support that #BlackLivesMatter is a trash organization that has nothing to do with black…,"Quesnel, British Columbia ",0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",New Orleans,0.4
"RT @Sha_Elise24: #SayHerName: A Thread.

This is a thread featuring some of the Black Women who lost their lives during the #BlackLivesMatt…","Manhattan, NY",-0.16666666666666666
"RT @sabzwashington: Racism isn’t an opinion.

Sexism isn’t an opinion.

Ageism isn’t an opinion.

Homophobia, Biphobia, Transphobia &amp; Queer…",not given,0.0
"RT @HectorBellerin: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to brin…",Lasgidi,0.0
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,UK,0.0
"RT @sailorrooscout: Since the TL seems to be going back to normal let’s not forget. 

Human rights are not politics.

Human rights are not…",not given,0.0375
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…","Lucca, Toscana - Tuscany - Ita",0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"España, por desgracia",0.0
"RT @TayAndersonCO: BREAKING: 

The Denver School Board has voted 7-0 to END the contract with the Denver Police Department! — WE DID IT!…",not given,0.0
RT @sailorrooscout: Good. They shouldn’t be. Why is that that everyone suddenly thinks it’s over? People are still facing injustice. The fi…,not given,0.35
"RT @TayAndersonCO: BREAKING: 

The Denver School Board has voted 7-0 to END the contract with the Denver Police Department! — WE DID IT!…",Aylesbury,0.0
RT @RyanSessegnon: #BlackLivesMatter #PlayersTogether https://t.co/hIJe2flbgO,York,0.0
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",0x6561727468,0.0
"RT @JENFL23: WATCH &amp; LISTEN

“They’re lucky what black people are seeking is equality &amp; not revenge.” -@kimlatricejones 

#JUNETEENTH2020 #…","Florida, USA",0.08333333333333333
RT @JacqueRambo: Beautiful!! ❤️ #BlackLivesMatter,not given,1.0
"RT @HutchinsMade: ""Black athletes have stood for something and led our community to a better place” @kaj33   spoke to @hereandnow 's  @Tony…",not given,0.16666666666666669
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Big Sky Country,-0.15555555555555559
"RT @baddify: SAY THEIR NAMES AND KNOW THEIR STORIES

#BlackLivesMatter (illustrations by me) https://t.co/NbRUPkk4fQ",not given,0.0
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",Georgia,0.0
"RT @Luisamneubauer: In Frage stellen, ob es in Deutschland ""noch"" Rassismus gibt, aber genau wissen, welche Buntstifte damals im Kindergart…",not given,0.0
"RT @_Myrarose_: 🔥KEEP THE MOMENTUM 🔥

Keep being actively angry and working towards doing better for our black communities &lt;3 ❤️ #BlackLive…",A Pine Tree in Upstate NY,-0.05555555555555555
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,"Austin, TX",0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @flywithkamala: This beautiful Black girl was walking through a park with her mom when a patrol car pulled up. Fearful, she  immediately…",Florida,-0.07222222222222223
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"Yo Angelo
#BlackLivesMatter https://t.co/j3YdbSi09k",not given,0.0
"RT @cnnewsline: This photo has to go round the world
Black lives matter ✊🏾
 #BlackLivesMatter https://t.co/VwsrzJGwoG","Esikhawini, South Africa",-0.18333333333333335
#blacklivesmatter #blm https://t.co/uFbCRVRkdf,"New York, NY",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",ᑐᑌᑎᕮ,-0.15555555555555559
RT @CentralNJDSA: Saturday in Paterson! Come out to say #JusticeforJameek and #BlackLivesMatter at 5pm at the Paterson Public Library (250…,"New Jersey, USA",0.0
"RT @AlexDiLalla: 121 members of the incoming Michigan Law class of 2023 have signed a letter to Dean West, admin and faculty, asking that q…","Washington, DC",0.0
"RT @kateschapira: 2 #PVD events this Saturday (TOMORROW, 6/13) to affirm that #BlackLivesMatter: an abolitionist Shabbat service https://t.…","Providence, RI",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Olympia, WA",-0.15555555555555559
RT @Partisangirl: Just before the #BlackLivesMatter  protests happened Trump was launching an investigation into #Obamagate,United States,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,"Sav la Mar, Jamaica",0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Tampa, FL",0.0
RT @ibanez_lauren: 🖤We Must Do Better and We Must Do It Together🖤 #blacklivesmatter https://t.co/xoegitalRE,not given,0.5
"A thread of Celebrities Protesting for #BlackLivesMatter  

1. Tyler, The Creator &amp; Jasper #TylerTheCreator 
2. Hal… https://t.co/ECjxvRjS8v","New York, NY",0.0
"RT @UKDemockery: Misplaced Outrage

#BlackLivesMatter #JusticeForGrenfell💚 https://t.co/KRliDOmHeI",not given,-0.2
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,not given,0.0
"RT @SebGorka: Who's really behind the #BlackLivesMatter movement? 

@JenniferHorn fills in for me on #AMERICAFirst today, with special gues…",World Guardian 🚫Gardisal ,-0.021428571428571436
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @TheWalkingDead: #BlackLivesMatter ✊🏾 https://t.co/h7iVyjzfE2,United States,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Victoria Tx,0.0
RT @DesMoinesBLM: We just finished our meeting with @IAGovernor. After urging her to sign an executive order to restore voting rights to al…,"Chicago, IL",0.0
RT @DanielNewman: WTF?!? Another one?!? Black man was  just Speeding. I've been pulled over 12 times for Speeding all across USA and all 12…,"Venice, Los Angeles",-0.4739583333333333
RT @CentralNJDSA: Saturday in Paterson! Come out to say #JusticeforJameek and #BlackLivesMatter at 5pm at the Paterson Public Library (250…,??,0.0
"RT @OdoyleCharlotte: This is the police department logo for f Gettysburg, SD.
They refuse to change it bc ""history"", and has ""nothing to do…",Nowhere,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Oakland, CA",-0.15555555555555559
"RT @JoshuaPotash: Wow!! Stunning version of #BlackLivesMatter in the Seattle Autonomous Zone!

🎥: @kylekotajarvi 

 https://t.co/LHywhR9vO7",Evergreen State ,0.3854166666666667
"If you’re an academic asking what you can do, this will be a great opportunity to learn, unlearn, and listen… https://t.co/fyRxl5B7fc","Greenville, NC",0.4
RT @essencemck: YALL MAKE EVERYTHING ELSE GO VIRAL MAKE THIS GO VIRAL!! MY CHILDHOOD BROTHER HAS BEEN SENTENCED TO 133 YEARS AT AGE 17 WAS…,Southern California,0.0
"RT @ThamKhaiMeng: Beautiful art created in Capitol Hill Autonomous Zone in Seattle today 

#BlackLivesMatter 
#typography
https://t.co/34nf…","Seattle, WA",0.625
"RT @chuangcn: Translated battle plans from #HongKong illustrating how the #frontliner role works alongside peaceful protestors, ballistics…","Missouri, USA",0.25
"RT @TamoraPierce: Alrighty folks, this one is a doozy. For the first time ever I'm offering up 5 chances to get your name into one of my bo…",not given,0.25
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Austin, TX",-0.15555555555555559
"RT @mytwitsuper: #FirstHand #PressFreedom
Police Mocks ""Black Lives Matter"" Movement and Harasses Reporter

#Jun12 #PoliceState #FailedStat…",Hong Kong,-0.16666666666666666
#ProtectVoting #BlackLivesMatter https://t.co/9Ky27OQv01,not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,Peru,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,Amarillo Tx,0.0
RT @YvonneGougelet: A #Tampa #Veteran was shot in the skull by Tampa Police with rubber bullets last Sunday at a #blacklivesmatter protest.…,not given,0.0
"RT @WCM_JustSocial: #infowar
Une floppée de vidéos qui mettent en scène des blancs forcés de se prosterner devant des personnes racisées ci…",not given,0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",Making Art With Words,-0.15555555555555559
RT @InvictosSomos: Los mensajes del AC Milan y Juventus en la previa de la semifinal de la Coppa Italia. Se unen contra el racismo. #BlackL…,not given,0.0
"RT @baddify: SAY THEIR NAMES AND KNOW THEIR STORIES

#BlackLivesMatter (illustrations by me) https://t.co/NbRUPkk4fQ","Chicago, IL",0.0
"RT @RaquelWillis_: Two Black trans women have been reported dead this week. Dominique “Rem’mie” Fells of Philadelphia, PA and Riah Milton o…",not given,-0.18333333333333335
"RT @JoshuaPotash: I don't know why these images have disappeared from our TLs, but the #BlackLivesMatter protests have not stopped.

Dozens…",Sweden,0.0
"It's a good day for a march, #Seattle.

#BlackLivesMatter https://t.co/2x8MqeqWHP",Seattle,0.7
"RT @JennRavenna: Take some time this morning to sign petitions that haven’t met their goal yet. 🖋 #BlackLivesMatter 

https://t.co/mQX376iQ…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Eroda,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Amsterdam,0.0
RT @AveryAdamsPNW: Beautiful #BlackLivesMatter painting in #chazseattle ♥️♥️ https://t.co/GgCTIyNSFJ,"Bridgeport, CT",0.85
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",Chicago ,0.0
Watford players will have #BlackLivesMatter on their shirts instead of names for Leicester match as part of… https://t.co/7wUxu7tNYF,"Watford, England",0.0
@TrippyDripsArt tf is this? But you tweeting #BlackLivesMatter ? No ma’am. DISGUSTING. Rebranding yourself will NOT… https://t.co/rasYVNnysU,"Detroit, MI",-1.0
"RT @AmberLotus21: Just reminding everyone of a black life that DEFINITELY mattered, murdered by Aurora PD. See his smile, hear his laugh, k…",not given,0.10833333333333334
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…","Texas, USA",-0.15555555555555559
"RT @JustBella: Boom!! 👇🏼💥

Over #onemillion people sign petition calling for #KKK to be declared a #terroristgroup https://t.co/prvbVsOBSX…",not given,0.0
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
"RT @_fabinhotavares: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to bri…",大阪 大阪市 中央区,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",not given,0.4
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",not given,0.0
RT @MrAndyNgo: This is what rioters did to the Minneapolis Sheraton they took over after the riots. This was converted to their “sanctuary.…,"Leaving, CA",0.0
"RT @DrGJackBrown: ""I think the concept of chokeholds sounds so innocent, so perfect.""

Donald Trump
12 June 2020

FACT: This is the languag…",not given,0.75
@ScottMorrisonMP @GladysB @billshortenmp had you all done your jobs or done better @ ending racism &amp; black deaths i… https://t.co/HbmXjtwAgU,Australia,0.16666666666666669
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
RT @SusanneTalley: @ChrisCoons Break their Union. Let them #DieForWallstreet. They are only slaughterhouse workers! My donors are the impor…,USA,0.0
"RT @Bonn1eGreer: #RoseHudsonWilkin, former chaplain to HM and the #HOC-now #BishopOfDover-born in #Jamaica ,first woman of African descent…",not given,0.08333333333333333
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","College Station, TX",0.0
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",just down the street,-0.15555555555555559
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",always smiling,0.0
"RT @BLACKandPINKorg: Black Trans Women Matter. Black Trans Women’s Lives Matter. Black Trans Women are Women.
 
When we say #BlackLivesMatt…",Maine,-0.16666666666666666
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",N/A,-0.15555555555555559
5 Years later Time has away of coming back around full circle. But now things are a bit different in the streets an… https://t.co/TZQ9wtJidB,"Charlotte, NC",0.0875
"RT @sailorrooscout: Since the TL seems to be going back to normal let’s not forget. 

Human rights are not politics.

Human rights are not…",not given,0.0375
"RT @JackGrealish: This symbol is a sign of unity from all Players, all Staff, all Clubs, all Match Officials and the Premier League #blackl…",India 🇮🇳,0.0
"@icecube @icecube this shit needs to blow up. #RobertFuller #BlackLivesMatter #HateCrime 

https://t.co/S5xSOgeV71",USA,-0.2
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…","Colorado, USA",0.0
"RT @necowilliams01: We, the Players, stand together with the singular objective of eradicating racial prejudice wherever it exists, to brin…",大阪 大阪市 中央区,0.0
RT @JWB28: This is why the protest won't end anytime soon. #BlackLivesMatter https://t.co/W19xXpcSzz,not given,0.0
"RT @worklapresents: Los Angeles direction action for today, the largest day so far! 

The momentum of this movement isn’t slowing down, get…",SoCal,0.02314814814814814
"RT @elijahdaniel: RIP Derrick Scott. They’re only releasing these videos now hoping they go under the radar, do not let them. #BlackLivesMa…",NAWF,0.0
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg","Seattle, WA",0.4
"RT @eprombeats: Guys, we have raised over $6,000 for BLM causes. I am absolutely ecstatic. Let’s keep it going. Make a donation and email u…",Australia,0.2
"RT @kylekotajarvi: A masterpiece was created in the Capitol Hill Autonomous Zone today 

#BlackLivesMatter #CHAZ https://t.co/augbcA6Cqg",United States,0.4
"RT @_juliannemoore: Today, #ITakeResponsibility for my role in eradicating racism in America. Unless white America acknowledges its privile…",not given,0.0
RT @JanelleMonae: ALL #BLACKLIVESMATTER! IT IS ANTI BLACK WHEN WE DO NOT PRIVATELY AND PUBLICLY SUPPORT AND PROTECT OUR TRANS FAMILY!,not given,-0.05555555555555555
"RT @Sha_Elise24: #SayHerName: A Thread.

This is a thread featuring some of the Black Women who lost their lives during the #BlackLivesMatt…",albuquerque | nm,-0.16666666666666666
RT @MrAndyNgo: This is what rioters did to the Minneapolis Sheraton they took over after the riots. This was converted to their “sanctuary.…,not given,0.0
RT @MikeSievert: @DrNygard @GoAngelo @ananavarro @PapaJohns @TMobile @officedepot It definitely is not. Bye-bye Tucker Carlson! #BlackLives…,"Houston, TX",0.0
"RT @fkamarisa: A BLACK WOMAN IN DETROIT DIED IN HER CELL IN POLICE CUSTODY YESTERDAY. 
GET THE COPS CHARGED/ARRESTED.
SAY HER NAME. 
PRISCI…",not given,-0.16666666666666666
"RT @PeopleMvmt: URGENT: Oakland, CA protestors aren’t letting down. This happened today. No coverage from Media. #BlackLivesMatter 

 https…",not given,-0.15555555555555559
"RT @juventusfc: Anywhere, Anytime: NO TO RACISM. 
➡️ https://t.co/PYBnaOIUX2
 
#ColourWhatColour #NoRacism #BlackLivesMatter #JuveMilan htt…",Manchester,0.0
